;ecocyc_id;synonyms;products;n_prods;ko_obs;url;uniprot;class
b0855;EG11630;potG;POTG-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11630;P31134;
b1303;EG12344;pspF ycjB;EG12344-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12344;P37344;operon
b1441;G6752;ydcT;YDCT-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6752;P77795;
b0464;EG12116;acrR ybaH;EG12116-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12116;P0ACS9;drug resistance/sensitivity
b1917;EG12347;tcyN yecC;EG12347-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12347;P37774;
b3872;EG11838;yihL;EG11838-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11838;P0ACM9;
b0588;EG10295;fepC;FEPC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10295;P23878;
b2193;EG11527;narP;PHOSPHO-NARP NARP-MONOMER;2;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11527;;repressor
b2679;EG10773;proX osrA proU;PROX-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10773;P0AFM2;
b2405;EG11146;xapR pRndR pndR yfeB;EG11146-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11146;P23841;
b3020;G7570;ygiS;YGIS-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7570;Q46863;
b3842;EG10839;rfaH hlyT sfrB;EG10839-MONOMER;1;OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10839;P0AFW0;activator
b4227;EG12517;ytfQ;YTFQ-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12517;P39325;
b3188;EG10656;sfsB nlp sfs7;EG10656-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10656;P0ACH1;
b1243;EG10674;oppA;OPPA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10674;P23843;
b2916;EG10490;argP iciA;EG10490-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10490;P0A8S1;activator
b1857;G7017;znuA yzzP yebL;ZNUA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7017;P39172;
b0683;EG10359;fur;PD00260;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10359;P0A9A9;regulon
b0158;EG12334;btuF yadT;EG12334-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12334;P37028;
b3934;EG10200;cytR;PD04028;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10200;P0ACN7;repressor
b1487;G6781;ddpA yddS;YDDS-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6781;P76128;
b2213;EG10029;ada;PD00230;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10029;P06134;repressor
b2177;EG12037;yejA;YEJA-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12037;P33913;
b3375;G7727;frlR yhfR;G7727-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7727;P45544;
b0860;EG11628;artJ;ARTJ-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11628;P30860;
b2570;G7347;rseC;G7347-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7347;P46187;other (mechanical, nutritional, oxidative stress)
b1341;G6673;dgcM ydaM;G6673-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6673;P77302;
b0152;EG10305;fhuD;FHUD-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10305;P07822;
b1310;G6648;ycjN;YCJN-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6648;P76042;
b0571;G6319;cusR ylcA;MONOMER0-4180 G6319-MONOMER;2;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6319;;
b0197;EG11504;metQ metD yaeC;METQ-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11504;P28635;
b1071;G369;flgM;G369-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G369;P0AEM4;flagella
b0655;G6359;gltI yzzK ybeJ;G6359-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6359;P37902;
b2157;EG12105;yeiE;EG12105-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12105;P0ACR4;
b3200;G7665;lptA yhbN;YHBN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=G7665;P0ADV1;
b3264;EG11741;envR acrS yhdK;EG11741-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11741;P0ACT2;drug resistance/sensitivity
b1920;G7039;tcyJ yzzR ssi7 fliY;G7039-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7039;P0AEM9;
b4480;EG11449;hdfR b3762 (obsolete) yifA yifD b3763 (obsolete);EG11449-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11449;P0A8R9;
b0763;EG12427;modA;MODA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12427;P37329;
b0535;EG11103;fimZ ybcA;EG11103-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11103;P0AEL8;
b1516;G6803;lsrB yneA;YNEA-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6803;P76142;
b4062;EG10958;soxS;PD00406;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10958;P0A9E2;regulon
b1145;G6589;ymfK cohE;G6589-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=G6589;P75974;
b3476;EG12075;nikA hydD hydC;NIKA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12075;P33590;
b1951;EG10820;rcsA cpsR;PD02233;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10820;P0DMC9;activator
b1572;EG11301;ydfB;EG11301-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11301;P29009;
b0854;EG11629;potF;POTF-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11629;P31133;
b2684;EG10603;mprA emrR;EG10603-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10603;P0ACR9;drug resistance/sensitivity
b3835;EG11476;ubiB yigS yigQ yigR aarF;2-OCTAPRENYLPHENOL-HYDROX-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11476;P0A6A0;
b0811;EG10386;glnH;GLNH-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10386;P0AEQ3;
b1334;EG10325;fnr nirA nirR ossA oxrA;PD00197;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10325;P0A9E5;repressor
b0098;EG10936;secA azi pea prlD;SECA;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10936;P10408;
b4290;EG10287;fecB;FECB-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10287;P15028;
b3357;EG10164;crp cap csm gurB;PD00257;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG10164;P0ACJ8;global
b0025;EG11079;ribF yaaC;RIBF-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11079;P0AG40;
b0830;G6430;gsiB yliB;YLIB-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6430;P75797;
b4366;G7948;bglJ yjjR;G7948-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7948;P39404;operon
b0415;EG11322;ribE nusIII ribH ybaF;LUMAZINESYN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11322;P61714;
b3917;EG10929;sbp;SBP-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10929;P0AG78;
b3131;G7630;agaR yhaW;G7630-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7630;P0ACK2;
b0414;EG11321;ribD nusII ribG ybaE;RIBOFLAVINSYNDEAM-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11321;P25539;
b2310;EG10072;argT;ARGT-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10072;P09551;
b2491;G7308;hyfR;G7308-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7308;P71229;operon
b1662;EG11406;ribC ribE;RIBOFLAVIN-SYN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11406;P0AFU8;
b1123;EG10752;potD;POTD-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10752;P0AFK9;
b1642;G6882;slyA;G6882-MONOMER;1;OBS0-49 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6882;P0A8W2;cell killing
b3041;EG10465;ribB luxH htrP luxH-l;DIOHBUTANONEPSYN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10465;P0A7J0;
b2548;G7342;yphF;G7342-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7342;P77269;
b1320;G6658;ycjW;G6658-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6658;P77615;
b1277;EG11331;ribA;GTP-CYCLOHYDRO-II-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11331;P0A7I7;
b1754;G6949;ynjB;G6949-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6949;P76223;
b0487;G6263;cueR copR ybbI;G6263-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6263;P0A9G4;
b1207;EG10774;prs dnaR prsA;PRPPSYN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10774;P0A717;
b2131;EG12012;osmF yehZ;YEHZ-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12012;P33362;
b2364;EG13161;dsdC;PD00297;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG13161;P46068;repressor
b2615;EG12192;nadK yfjE yfjB;MONOMER0-541;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG12192;P0A7B3;
b0863;EG11625;artI;ARTI-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11625;P30859;
b3574;EG12278;yiaJ;EG12278-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12278;P37671;
b1740;EG10663;nadE efg ntrL;NAD-SYNTH-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10663;P18843;
b0592;EG10294;fepB;FEPB-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10294;P0AEL6;
b3292;EG11969;zntR yhdM;EG11969-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11969;P0ACS5;detoxification
b3967;EG11204;murI yijA dga glr;GLUTRACE-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11204;P22634;
b2425;EG10195;cysP;CYSP-MONOMER;1;OBS0-49 OBS0-31 OBS0-40 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10195;P16700;
b3684;EG11711;yidP;EG11711-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11711;P31453;
b0085;EG10621;murE;UDP-NACMURALGLDAPLIG-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10621;P22188;
b0365;G6217;tauA yaiR ssiA;TAUA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6217;Q47537;
b0338;EG11421;cynR;PD00291;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11421;P27111;repressor
b0088;EG10620;murD;UDP-NACMURALA-GLU-LIG-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10620;P14900;
b3649;EG10899;rpoZ spoS;EG10899-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10899;P0A800;
b0262;EG12340;afuC fbpC yagC;YAGC-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12340;P37009;
b0091;EG10619;murC;UDP-NACMUR-ALA-LIG-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10619;P17952;
b0496;G6270;ybbP;YBBP-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6270;P77504;
b3418;EG10562;malT malA;PD00237;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10562;P06993;operon
b2942;EG10589;metK metX;S-ADENMETSYN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10589;P0A817;
b0912;EG10441;ihfB hip himD;PD00348;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10441;P0A6Y1;activator
b0641;EG10855;lptE rlpB;EG10855-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10855;P0ADC1;
b3261;EG10317;fis nbp;PD00196;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10317;P0A6R3;activator
b0054;EG11569;lptD yabG ostA imp;EG11569-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11569;P31554;
b0435;EG10125;bolA;EG10125-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10125;P0ABE2;cell division
b2411;EG10534;ligA dnaL lig lop pdeC;EG10534-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10534;P15042;
b4300;G7913;sgcR yjhJ;G7913-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7913;P39361;
b0918;EG10519;kdsB;CPM-KDOSYNTH-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10519;P04951;
b2382;G7245;ypdC;G7245-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7245;P77396;
b0174;G6092;ispU uppS rth yaeS;UPPSYN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=G6092;P60472;
b1594;G6852;mlc dgsA;PD01896;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6852;P50456;operon
b2515;EG10370;ispG gcpE;EG10370-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10370;P62620;
b1201;G6628;dhaR ycgU;G6628-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6628;P76016;two component regulatory systems (external signal)
b2746;EG11816;ispF ygbB;EG11816-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11816;P62617;
b3060;EG12694;ttdR dan ygiP;MONOMER0-4119 EG12694-MONOMER;2;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12694;;
b1208;EG11294;ispE ipk ychB;EG11294-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11294;P62615;
b3516;EG12243;gadX yhiX;EG12243-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12243;P37639;
b2747;G7423;ispD ygbP;G7423-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=G7423;Q46893;
b3604;EG11962;lldR lct lctR;EG11962-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11962;P0ACL7;operon
b3187;EG10017;ispB cel yhbD;OPPSYN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10017;P0AD57;
b0208;EG11649;yafC;EG11649-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11649;P30864;
b0421;EG10508;ispA;FPPSYN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10508;P22939;
b3992;EG11587;thiF thiA;THIF-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11587;P30138;
b1922;EG11355;fliA rpoF flaD;EG11355-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11355;P0AEM6;motility, chemotaxis, energytaxis (aerotaxis, redoxtaxis etc)
b0154;EG10432;hemL gsa popC;GSAAMINOTRANS-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10432;P23893;
b2104;M007;thiM;THZ-KIN-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=M007;P76423;
b3669;EG11051;uhpA;PHOSPHO-UHPA UHPA-MONOMER;2;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11051;;two component regulatory systems (external signal)
b0475;EG10431;hemH popA visA;PROTOHEME-FERROCHELAT-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10431;P23871;
b0446;G6246;cof;G6246-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6246;P46891;
b3067;EG10896;rpoD alt;RPOD-MONOMER;1;OBS0-393;http://ecocyc.org/gene?orgid=ECOLI&id=EG10896;P00579;
b3850;EG11485;hemG yihB;PROTOPORGENOXI-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11485;P0ACB4;
b0417;G6234;thiL thiJ;THI-P-KIN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=G6234;P0AGG0;
b4102;EG10715;phnF;EG10715-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10715;P16684;
b3804;EG10430;hemD;UROGENIIISYN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10430;P09126;
b3991;EG11589;thiG thiB;THIG-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11589;P30139;
b0889;EG10547;lrp rblA oppI mbf lstR alsB ihb livR lrs lss;PD00353;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10547;P0ACJ0;nucleoproteins, basic proteins
b3805;EG10429;hemC popE;OHMETHYLBILANESYN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10429;P06983;
b3699;EG10424;gyrB cou hopA pcpA pcbA parA nalC Cou acrB himB hisU;EG10424-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10424;P0AES6;
b3994;EG11585;thiC;THIC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11585;P30136;
b0369;EG10428;hemB ncf;PORPHOBILSYNTH-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10428;P0ACB2;
b1106;G6566;thiK ycfN;THIKIN-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6566;P75948;
b4293;EG10291;fecI;PD00440;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10291;P23484;
b1210;EG10427;hemA gtrA;GLUTRNAREDUCT-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10427;P0A6X1;
b0420;G6237;dxs yajP;DXS-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=G6237;P77488;
b0313;EG10111;betI;PD00251;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10111;P17446;osmotic pressure
b0142;EG11374;folK;H2PTERIDINEPYROPHOSPHOKIN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11374;P26281;
b2101;G7133;yegW;G7133-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7133;P0ACM5;
b3990;EG11590;thiH thiB;THIH-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11590;P30140;
b2153;EG11375;folE;GTP-CYCLOHYDRO-I-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11375;P0A6T5;
b3993;EG11586;thiE thiA;THIE-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11586;P30137;
b1512;G6799;lsrR ydeW;G6799-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6799;P76141;
b2610;EG10300;ffh;EG10300-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10300;P0AGD7;
b2103;G7135;thiD thiN thiA thiJ;HMP-P-KIN-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7135;P76422;
b0900;G6467;ycaN;G6467-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6467;P75836;
b0180;EG11284;fabZ sfhC21 sabA1 sefA yaeA;FABZ-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11284;P0A6Q6;
b4407;G1;thiS thiG1;THIS-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G1;O32583;
b0330;G6195;prpR yahP;G6195-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6195;P77743;repressor
b1288;EG11528;fabI envM gts qmeA;ENOYL-ACP-REDUCT-NADH-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11528;P0AEK4;
b3782;EG12428;rhoL;EG12428-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12428;P0ADF3;
b2113;EG10611;mrp;EG10611-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10611;P0AF08;
b1093;EG11318;fabG;3-OXOACYL-ACP-REDUCT-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11318;P0AEK2;
